id,title,alt_titles,hash,year,artist_name,src,width_px,height_px,faille_id,hulsker_id,is_wikiart_vangogh_oil_painting,is_lmi_concordance_vangogh_oil_painting,exclude_from_training,run_1,run_1_train_val_test_images,run_2,run_2_train_test_images,run_3,run_3_train_test_images,run_4,run_4_train_test_images,run_5,run_5_train_test_images,run_6,run_6_train_test_images,run_7,run_7_train_test_images
122,Head of a Brabant Peasant Woman with Dark Cap,,0b84e31a6c9e25c7c0b8ee9b064737a247baac174750839d866c7905140d6138.jpg,1885,Vincent van Gogh,https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-brabant-peasant-woman-with-dark-cap-1885(1).jpg,1439,1885,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
123,Head of a Peasant,,0a6b019ec05a4c9cca030c5d57748e4b7dc7942824d34ea8e611d569b1ea1acb.jpg,1885,Vincent van Gogh,https://uploads3.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-1885(1).jpg,1233,1976,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
124,Head of a Peasant (Study for the Potato Eaters),,1611f6ec712d9930f5d7290fb1678c368ecf1c7d7e8d428b12237ffcb168debd.jpg,1885,Vincent van Gogh,https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-study-for-the-potato-eaters-1885(1).jpg,784,1027,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
125,Head of a Peasant with a Pipe,,5383ed65451994968a5b7408d2ad2f0a8274a9d41c7916851b243c3eed228609.jpg,1885,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-with-a-pipe-1885(1).jpg,1427,1982,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
126,Head of a Peasant Woman in a Green Shawl,,21306ada7b1381fb873191ec576c3c21300bf77427573b850ddb25e9507b16e0.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-in-a-green-shawl-1885(1).jpg,1375,1776,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
127,Head of a Peasant Woman with Brownish Cap,,c521c1830e0f148826e572008115df9d402e6a08d574f2fcffb51838d6b5fe38.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-brownish-cap-1885(1).jpg,1261,1750,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,1,train,0,0,0,0,0,0
128,Head of a Peasant Woman with Dark Cap,,9dcadb8f18481199bd08f2f3d7365e0d5b1f1b491d4083b778d86fb2265cecbd.jpg,1885,Vincent van Gogh,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885(1).jpg,728,1024,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
129,Head of a Peasant Woman with Dark Cap,,12796a7536b9325e50bfb8a99a509e9512a8f187c777d5f37353256c11144583.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-1(1).jpg,1278,1844,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
130,Head of a Peasant Woman with Dark Cap,,a622930e15e3e137736b633d5db2fe48d6b91aed261852a85a225729aa4cf975.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-2(1).jpg,698,1024,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
131,Head of a Peasant Woman with Dark Cap,,b0edfe0d4b0bb673c3204b1df2602ec0022bf412e6d2478420f3e0fdc0c9f8cf.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-3(1).jpg,1382,1839,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
132,Head of a Peasant Woman with Dark Cap,,a8893facd7a7345a628ed48c1194cedad64fe7ad1d6b1d5411843dab3dde61fc.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-4(1).jpg,855,1134,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
133,Head of a Peasant Woman with Dark Cap,,02220aac6c2e85e36cf613e7168d9082152ac68c3d36d3063bb0fe022ec8841a.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-5(1).jpg,672,1024,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
134,Head of a Peasant Woman with Dark Cap,,c64a2ff2432c60ed901419a6cb42015bfc17c1ed49324c07b37f46ea8d1890f3.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-6(1).jpg,1320,1964,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
135,Head of a Peasant Woman with Dark Cap,,2ee983e54e9557ad5d2a9765f776d88c57d7dc8a07e944238cbd45edf987904e.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-7(1).jpg,1228,1878,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
136,Head of a Peasant Woman with Greenish Lace Cap,,3fb7468daa73473737d5a54e43adb49a4eb6925acbe2b9f3a29c5502dd5f4fde.jpg,1885,Vincent van Gogh,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-greenish-lace-cap-1885(1).jpg,1765,2717,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
137,Head of a Peasant Woman with White Cap,,80fa237bb9caacb6c713ec37d28a4063f2be6b739a58dc59a2ad3cdb1642d111.jpg,1885,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885(1).jpg,1747,2343,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
138,Head of a Peasant Woman with White Cap,,c83be5f64acb8eefc9f877e6f5c0354f2a840ff87a563e8b98e6d2962245816e.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-1(1).jpg,1397,1746,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
139,Head of a Peasant Woman with White Cap,,f399ff3ce5ba89a2e01212852dc830c7d9b8af51544cc2ece7742e2941f66d80.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-2(1).jpg,858,1162,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
140,Head of a Peasant Woman with White Cap,,ebf0268442ae4c150109ac7ad13e7f491b2f53959b45db4264a38ecdb4404d3c.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-3(1).jpg,860,1025,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
141,Head of a Peasant Woman with White Cap,,ae4be5d3c4a6d4126cdabfbc953bb6b350ceb77b6ffb66d3ec27ad06e72b48bc.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-4(1).jpg,1268,1684,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
142,Head of a Peasant Woman with White Cap,,f13d51c360eabe49b33473fe566211c0ad864da04924f39aacea3785764451cd.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-5(1).jpg,1360,1692,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
143,Head of a Peasant Woman with White Cap,,64b4e7b276730a47b9eca241f4112c8ff1d7d44e9de6506fb446141b8b8b2d91.jpg,1885,Vincent van Gogh,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-6.jpg,1770,2286,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
144,Head of a Woman with her Hair Loose,,f2f54ad4644822092157edcfbdc71f4bd7c150edf9d5271f7e955b24330605f4.jpg,1885,Vincent van Gogh,https://uploads3.wikiart.org/images/vincent-van-gogh/head-of-a-woman-with-her-hair-loose-1885(1).jpg,667,1024,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
145,Head of a Young Peasant in a Peaked Cap,,8ab2d0461e5e430e909dd7bc08117605814776e37f987bcf57691450603f7fe3.jpg,1885,Vincent van Gogh,https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-young-peasant-in-a-peaked-cap-1885.jpg,1774,2333,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
146,Head of a Young Peasant Woman with Dark Cap,,a837cc2f91f1a90b1e493e644508d9a81846099ad4d4219bc177b2dda915851f.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-young-peasant-woman-with-dark-cap-1885.jpg,1417,2241,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
147,Head of an Old Woman with White Cap The Midwife,,428a7d7b44e6419ca04dd4b736fbb538f9cfba5128111f0de3b3f4ab9e2927ee.jpg,1885,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-an-old-woman-with-white-cap-the-midwife-1885(2).jpg,2448,3168,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
148,Landscape at Dusk,,c9189ea7d549f6e572f831c077b592d57f1863cb1cb2228d21186e737445c715.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/landscape-at-dusk-1885.jpg,1139,937,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
149,Landscape at Sunset,,8290c9dc56b88b795a498f2b301a49d56e19f8d46a77d5bb459f5b31a8dd1e22.jpg,1885,Vincent van Gogh,https://uploads2.wikiart.org/images/vincent-van-gogh/landscape-at-sunset-1885.jpg,1775,1229,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
150,Landscape with a Church and Houses,,151adbbeacd68b0afa0fb7fd9cc6e9edba7912f869719e2f809689f997818be7.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/landscape-with-a-church-and-houses-1885.jpg,1280,756,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
151,Lane with poplars near Nuenen,,00ffd45c35c97f0d9aa9bc6cb20679998ae47db5aefab3b5cbda6024e15b389a.jpg,1885,Vincent van Gogh,https://uploads3.wikiart.org/images/vincent-van-gogh/lane-with-poplars-near-nuenen-1885.jpg,2232,1780,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
152,Peasant and Peasant Woman Planting Potatoes,,28dbe1076e5da535cde86a10b9ca7efeea4c9fa4f01dc0ad16ce5cd437751900.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/peasant-and-peasant-woman-planting-potatoes-1885.jpg,2720,2111,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
153,Peasant Digging,,244fc4b89dd170499b6f1da71ca5883e8a4fdcf5b2e24d3fac1f23a35dee542b.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/peasant-digging-1885.jpg,1214,1779,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
154,Peasant Man and Woman Planting Potatoes,,a7df580830058e9b4b77d406bfb7ac2012720558d812ce24852344522b4c962e.jpg,1885,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/peasant-man-and-woman-planting-potatoes-1885-1.jpg,1251,1024,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
155,Peasant Woman by the Hearth,,bd54bf51eed6f2ad89c0201697d2baa84155892276a4d73718470876222f267c.jpg,,Vincent van Gogh,https://uploads5.wikiart.org/images/vincent-van-gogh/peasant-woman-by-the-hearth.jpg,1142,826,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
156,Peasant Woman Digging,,46c0f3d05545afb72f4c8067b6af45fcdd0f3aad6d4ad57136004ce7edca133f.jpg,1885,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/peasant-woman-digging-1885-2.jpg,900,1187,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
157,Peasant Woman Peeling Potatoes,,46f4be2c13dea7c41644a49464526a466e84f3b0c0e4106b46fae97c6fe2bfed.jpg,1885,Vincent van Gogh,https://uploads4.wikiart.org/images/vincent-van-gogh/peasant-woman-peeling-potatoes-1885.jpg,776,1068,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
158,Peasant Woman with a Child in Her Lap,,13ea77954fd6ddf8192df73c97321a0388854c4b7e77e0e8aaf498df306f1831.jpg,1885,Vincent van Gogh,https://uploads2.wikiart.org/images/vincent-van-gogh/peasant-woman-with-a-child-in-her-lap-1885.jpg,889,1123,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
159,"Peasant Woman, Portrait of Gordina de Groot",,5aa33e99d1ef24046f03bc3a8de8a932117e8e9ed74a1627e311aa6b0f0e8a54.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/peasant-woman-portrait-of-gordina-de-groot-1885.jpg,1418,1832,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
160,"Peasant Woman, Portrait of Gordina de Groot",,97c9cba2bdbceaf698d739bca42ab47ce8d29ef8146e7190a2985906342d23df.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/peasant-woman-portrait-of-gordina-de-groot-1885-1.jpg,660,771,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
161,"Peasant Woman, Seated",,6b13ee50fd5df624fef79917663b166eef70f953332c2090f682fa72a27f9ed8.jpg,1885,Vincent van Gogh,https://uploads3.wikiart.org/images/vincent-van-gogh/peasant-woman-seated-1885.jpg,618,1117,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
162,Portrait of a Woman with a Red Ribbon,,0e5980220b4102a07364b7c6eff46e951d3704db7a048d995e952f45037b2009.jpg,1885,Vincent van Gogh,https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-with-a-red-ribbon-1885.jpg,2215,2720,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
163,Portrait of an Old Man with Beard,,f91b4192e7ad91ff6173c375e549be61bb762269970ea2d097492b94d97bd154.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/portrait-of-an-old-man-with-beard-1885.jpg,1381,1870,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
164,Portrait of Woman in Blue,,ebe12a8403472750eecaa71b0b94cf358c5e0ae04c5caa04f6351e6c229f1082.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/portrait-of-woman-in-blue-1885.jpg,2220,2730,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
165,Quayside with Ships in Antwerp,,2b3617eeac5ba405235b48ad2c7e3fbf4dae967969b6273d1e2b2469d41057c7.jpg,1885,Vincent van Gogh,https://uploads4.wikiart.org/images/vincent-van-gogh/quayside-with-ships-in-antwerp-1885.jpg,1280,965,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
166,Sheaves of Wheat in a Field,,3c31331985f4f195072f26a1e83f4c7f54328f0c8836d2c583efcebee243c154.jpg,1885,Vincent van Gogh,https://uploads1.wikiart.org/images/vincent-van-gogh/sheaves-of-wheat-in-a-field-1885.jpg,855,1134,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
167,Skull with Burning Cigarette,,b7efd548dd720f70c81f2a9d9238c0b030999ed413a90070f3056dfdbcec5aab.jpg,1885,Vincent van Gogh,https://uploads2.wikiart.org/images/vincent-van-gogh/skull-with-burning-cigarette-1885.jpg,1986,2709,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
168,Still life with a basket of apples,,7cb2538eb6a9d0481d1c993592895f61ab5159c2b7dc43df3e0ecb30b0221d8c.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-a-basket-of-apples-1885.jpg,661,416,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
169,Still life with a basket of apples and two pumpkins,,01e59e3a9041eb2c62af1d4694a0d24f23c4cc2356f300fe4ef19c8f75e6faab.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-a-basket-of-apples-and-two-pumpkins-1885.jpg,617,431,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
171,Still life with an Earthern bowl and pears,,75eade152fefc7161543cff34463ea52cb30bee446ba87ff1b221a875a45495e.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-an-earthern-bowl-and-pears-1885.jpg,574,451,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
172,Still life with an Earthern bowl and potatoes,,91202d435b634ccbe4e9bd8b39548fd2191ea28f23f689d4fd43ab1d81bd784f.jpg,1885,Vincent van Gogh,https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-an-earthern-bowl-and-potatoes-1885.jpg,617,488,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
173,Still Life with Basket of Apples,,8a2364fecb0cc6a73e997069f078f3822baebfe3e66f5d085744614c45cbeb62.jpg,1885,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-with-basket-of-apples-1885.jpg,1280,965,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
174,Still Life with Bible,,d1561549d50a19b0216de82f1d53d6af3f4d81217d082a9aacfab714d56ce02f.jpg,,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-bible.jpg,1226,1024,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
175,"Still Life with Earthenware, Bottle and Clogs",,8ecd6db9afa1ecf727172ab472e17b0f2d00e6d35a956506a1b1d5ecda57567f.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-with-earthenware-bottle-and-clogs-1885.jpg,1142,1080,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
176,Still Life with Three Birds Nests,,401d3e379a0ed61c765e3de9632c6b6857afa79468245bf76153dacea8bcd2de.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-three-birds-nests-1885.jpg,991,749,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
177,Still Life with Two Jars and Two Pumpkins,,5407c406c20f5690c6e19176d38c07209764ca1e48a813ba4ea6741950adb512.jpg,1885,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-with-two-jars-and-two-pumpkins-1885.jpg,1145,775,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
178,Still Life with Vegetables and Fruit,,5c428bc7b598e0481ab71825c2ea69310d242097676f858c78679ef46f12ae25.jpg,1885,Vincent van Gogh,https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-vegetables-and-fruit-1885.jpg,1142,833,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
179,Still Life with Yellow Hat,,de450e05cc6baa93e7d907d65d03dea466131c745b583204d941754d63abd3fc.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-with-yellow-hat-1885.jpg,1145,797,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
180,The cottage,,6d5ee095be7971fd9461a7b745a793ec9f733aa4df71ad4537c5560178430961.jpg,1885,Vincent van Gogh,https://uploads1.wikiart.org/images/vincent-van-gogh/straw-hats-at-dusk-1885.jpg,1898,1596,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
181,The Old Cemetery Tower at Nuenen in the Snow,,f0ad06b89a8311108a8c8d5a742cf36bfb97dd6fea008ed9242d35bf80e8e80b.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/the-old-cemetery-tower-at-nuenen-in-the-snow-1885.jpg,750,544,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
182,The Old Station at Eindhoven,,a308f81d1ecf6a501f640e1d364740830eceef8f0053c4efe59e13cc7a67d86c.jpg,1885,Vincent van Gogh,https://uploads2.wikiart.org/images/vincent-van-gogh/the-old-station-at-eindhoven-1885.jpg,750,417,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
183,The Parsonage Garden at Nuenen in the Snow,,3c80bf8f2e13d3f159c91bf796ca4252ff96b6f1587c82f229497ad271c2bbf0.jpg,1885,Vincent van Gogh,https://uploads7.wikiart.org/images/vincent-van-gogh/the-parsonage-garden-at-nuenen-in-the-snow-1885.jpg,1145,763,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
184,The Parsonage Garden at Nuenen in the Snow,,378393b3b906d4ab8046717a160372b12913e6d7509c20aaade41d5704688f02.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/the-parsonage-garden-at-nuenen-in-the-snow-1885-1.jpg,1280,932,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
185,The Potato Eaters (preliminary oil sketch),,89f375723285566d954ff0e64f65377f60ec47af7ff498385fa9a0e017d320d6.jpg,1885,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/the-potato-eaters-1885.jpg,1142,858,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
186,The Vicarage at Nuenen,,af92df7c44f39a924d448193bfa279d77ffe988cf21dc6c1869ec3676a7eb474.jpg,1885,Vincent van Gogh,https://uploads5.wikiart.org/images/vincent-van-gogh/the-vicarage-at-nuenen-1885.jpg,1280,940,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
187,Two peasant women digging potatoes,,2057d25c39dd5e4af866ad57c7e845d21a0fcb82203bd8d6518e82a3452702ac.jpg,1885,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/two-peasant-women-digging-potatoes-1885.jpg,635,468,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
188,View on the Singel in Amsterdam,,35dd3b1ba11a8c97643e6a45e9260807de10d535f5e3b6704e568d683c63c2de.jpg,1885,Vincent van Gogh,https://uploads5.wikiart.org/images/vincent-van-gogh/view-on-the-singel-in-amsterdam-1885.jpg,1280,960,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
189,The Potato Eaters,,ec266774337ea7fa160c7dfc86c0fdd6463c3057e89fd8edfef8629df6c54603.jpg,1885,Vincent van Gogh,https://uploads2.wikiart.org/images/vincent-van-gogh/the-potato-eaters-1885-1.jpg,1280,903,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
190,Cottage,,82cec1938c00f13f3a2c810fdbe35e60182bde1c31349c879f236e994184989b.jpg,,Vincent van Gogh,https://uploads6.wikiart.org/images/vincent-van-gogh/cottage(1).jpg,1763,1323,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
192,A Pair of Shoes,,e3d6686efc163063f73686c5f43735fd0a2d1d215f9daf09a410d5ab45d44876.jpg,1886,Vincent van Gogh,https://uploads1.wikiart.org/images/vincent-van-gogh/a-pair-of-shoes-1886(1).jpg,1229,1024,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
193,Basket of Carnations and Zinnias,,674f8cf97494984db9fbdf47293611f2430d58fb0bf9c640544872e9a926e8d1.jpg,1886,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/basket-of-carnations-and-zinnias-1886(1).jpg,1024,1231,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
194,Belvedere Overlooking Montmartre,,a6f292bbd797dba65cdacf9890c946b057b153c610b394d25b7b4729a139be1e.jpg,1886,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/belvedere-overlooking-montmartre-1886(1).jpg,1341,1776,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
195,Bowl with Peonies and Roses,,9f26137e609403554d1538509626555bb7b111d3d33c0f6b455b115cf83b9472.jpg,1886,Vincent van Gogh,https://uploads4.wikiart.org/images/vincent-van-gogh/bowl-with-peonies-and-roses-1886(1).jpg,1243,1024,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
196,Coleus Plant in a Flowerpot,,c47cdb77cf88351c9fee5ef04b2236a4e7a294c901307f8bbd2c32edbf7b79e2.jpg,1886,Vincent van Gogh,https://uploads4.wikiart.org/images/vincent-van-gogh/coleus-plant-in-a-flowerpot-1886(1).jpg,522,1024,,,TRUE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,0,0,0,0
197,Flower Pot with Asters,,83d37ad92c4f45f9b1cd5671cd9b47100816c38726e484c0e697773a3a35677a.jpg,1886,Vincent van Gogh,https://uploads8.wikiart.org/images/vincent-van-gogh/flower-pot-with-asters-1886(1).jpg,1992,2454,,,TRUE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
198,Flying Fox,,a87ce585576a5ca18a2971d6b5f36abbc071ed4b43a344ae18d3571f0a52536a.jpg,1886,Vincent van Gogh,https://uploads5.wikiart.org/images/vincent-van-gogh/flying-fox-1886(1).jpg,2720,1407,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
199,Geranium in a Flowerpot,,ebbfec533b579c1c5d0e8acbf627a7d29a00587435e4dad33acef02328bc9fbc.jpg,1886,Vincent van Gogh,https://uploads0.wikiart.org/images/vincent-van-gogh/geranium-in-a-flowerpot-1886(1).jpg,475,606,,,TRUE,FALSE,FALSE,1,val,0,0,0,0,0,0,0,0,0,0,0,0
